Time (s),Green Avg (rPPG Proxy)
0.000,90.3945054945055
0.033,90.86336996336996
0.067,90.56959706959707
0.100,96.0091575091575
0.133,91.39384057971014
0.167,97.83555555555556
0.200,98.64148148148148
0.233,98.27790262172284
0.267,95.68257575757576
0.300,94.32765151515152
0.333,93.86781609195403
0.367,96.11379310344827
0.400,96.82068965517242
0.433,95.37713178294574
0.467,104.22635658914729
0.500,105.11860465116278
0.533,97.43254901960785
0.567,98.13882352941177
0.600,104.925
0.633,98.96470588235294
0.667,101.11944444444444
0.700,101.90793650793651
0.733,102.04
0.767,103.98745098039215
0.800,104.56124031007752
0.833,100.35222222222222
0.867,97.2786231884058
0.900,97.04528985507247
0.933,97.63512544802867
0.967,99.03333333333333
1.000,100.06195652173913
1.033,100.69047619047619
1.067,102.03768115942029
1.100,100.96886446886447
1.133,94.7959706959707
1.167,91.53919413919414
1.200,87.4007326007326
1.233,87.81413043478261
1.267,89.80579710144927
1.300,89.51811594202898
1.333,88.34492753623188
1.367,88.51611721611722
1.400,90.51444444444445
1.433,90.8837037037037
1.467,89.28037037037036
1.500,89.30037037037037
1.533,91.65151515151516
1.567,93.15925925925926
1.600,96.00074906367041
1.633,100.19296296296297
1.667,98.54777777777778
1.700,97.97777777777777
1.733,96.19545454545455
1.767,97.18023255813954
1.800,95.65503875968992
1.833,95.82286821705426
1.867,96.2624521072797
1.900,95.67931034482758
1.933,95.71954022988506
1.967,96.35075757575757
2.000,96.6904214559387
2.033,95.41072796934866
2.067,95.56819923371647
2.100,96.24313725490197
2.133,101.83178294573644
2.167,94.72470588235294
2.200,93.03928571428571
2.233,94.29317269076306
2.267,96.0234126984127
2.300,97.16349206349206
2.333,97.59799196787148
2.367,97.4984126984127
2.400,97.32409638554216
2.433,98.58577235772357
2.467,98.18577235772358
2.500,98.06422764227642
2.533,101.07882352941176
2.567,99.84666666666666
2.600,99.6843137254902
2.633,99.38941176470588
2.667,98.89920634920635
2.700,98.79156626506024
2.733,97.6421686746988
2.767,97.68232931726908
2.800,98.38888888888889
2.833,97.65943775100402
2.867,98.14920634920635
2.900,98.20515873015873
2.933,99.44096385542169
2.967,103.8734126984127
3.000,103.99285714285715
3.033,105.50674603174603
3.067,106.95793650793651
3.100,107.66706349206349
3.133,107.85595238095237
3.167,108.075
3.200,108.26468253968254
3.233,108.33611111111111
3.267,108.35119047619048
3.300,108.55254901960784
3.333,108.55753968253968
3.367,108.99563492063493
3.400,109.23293650793651
3.433,109.16825396825396
3.467,105.05714285714286
3.500,100.57674418604651
3.533,99.13410852713179
