Time (s),Green Avg (rPPG Proxy)
0.000,89.32606837606838
0.033,88.70769230769231
0.067,87.40822510822511
0.100,88.13290043290043
0.133,87.45213675213675
0.167,86.895670995671
0.200,86.92164502164502
0.233,88.35111111111111
0.267,86.07792207792208
0.300,88.53866666666667
0.333,88.99122807017544
0.367,88.87149122807017
0.400,87.2701754385965
0.433,85.15043859649123
0.467,88.25087719298246
0.500,89.57061403508771
0.533,89.63333333333334
0.567,88.62692307692308
0.600,89.55584415584416
0.633,88.68484848484849
0.667,91.25497835497835
0.700,91.52264957264957
0.733,90.25769230769231
0.767,94.30307017543859
0.800,94.79956140350878
0.833,93.7109649122807
0.867,93.08991228070175
0.900,91.53073593073593
0.933,94.77324561403509
0.967,94.62511415525114
1.000,90.3518018018018
1.033,91
1.067,90.58648648648649
1.100,91.00622222222222
1.133,89.60263157894737
1.167,91.85822222222222
1.200,92.3255707762557
1.233,89.16933333333333
1.267,89.24755555555555
1.300,87.34978354978355
1.333,91.38225108225109
1.367,89.1076923076923
1.400,89.66153846153846
1.433,91.73506493506494
1.467,92.13162393162393
1.500,92.3108225108225
1.533,92.23116883116883
1.567,91.74415584415584
1.600,92.02337662337662
1.633,93.12121212121212
1.667,94.44199134199134
1.700,94.04298245614035
1.733,93.8900432900433
1.767,93.68398268398268
1.800,94.44692982456141
1.833,95.37012987012987
1.867,93.78205128205128
1.900,96.82631578947368
1.933,94.16363636363636
1.967,91.19444444444444
2.000,93.35324675324675
2.033,93.92077922077922
2.067,93.71341991341991
2.100,91.07606837606838
2.133,94.48701298701299
2.167,93.52077922077922
2.200,93.61428571428571
2.233,93.63290043290043
2.267,93.89393939393939
2.300,93.41861471861472
2.333,93.7060606060606
2.367,94.79177489177489
2.400,93.33160173160174
2.433,94.24736842105263
2.467,94.31558441558441
2.500,93.91271929824562
2.533,92.3025974025974
2.567,92.96363636363637
2.600,93.02938596491228
2.633,92.45877192982456
2.667,92.75466666666667
2.700,93.54298245614035
2.733,93.32597402597402
2.767,94.10952380952381
2.800,93.8068376068376
2.833,94.28225108225108
2.867,96.15411255411256
2.900,96.57359307359307
2.933,98.41535087719298
2.967,98.08225108225108
3.000,97.60087719298245
3.033,97.83859649122807
3.067,97.98771929824561
3.100,98.9952380952381
3.133,100.94824561403509
3.167,101.7090909090909
3.200,102.6491452991453
3.233,104.20087719298246
3.267,102.74285714285715
3.300,104.00263157894737
3.333,103.23644444444444
3.367,102.96923076923076
3.400,103.72727272727273
3.433,103.95800865800865
3.467,104.46277056277056
3.500,103.2935064935065
